,,Content,Content,Content,Content,Content,Content,Content,Content,Weight,Weight,Weight,Weight,Weight,Weight,Weight,Weight,QuantityCE,QuantityCE,QuantityCE,QuantityCE,QuantityCE,QuantityCE,QuantityCE,QuantityCE,SalesGoodsEUR,SalesGoodsEUR,SalesGoodsEUR,SalesGoodsEUR,SalesGoodsEUR,SalesGoodsEUR,SalesGoodsEUR,SalesGoodsEUR,RetailItemPrice,RetailItemPrice,RetailItemPrice,RetailItemPrice,RetailItemPrice,RetailItemPrice,RetailItemPrice,RetailItemPrice
Meat,201801.0,30.0,148.77166666666665,129.6205015734815,0.15,1.0,147.5,218.75,450.0,8.0,0.38487499999999997,0.4778435002323311,0.15,0.165,0.2,0.29675,1.55,30.0,0.033333333333333263,0.06305931050592412,4.19781754442007e-05,0.00787653911444479,0.017892429389637303,0.02578253462175615,0.338402453982704,30.0,0.033333333333333263,0.05209740196815918,3.83047625740816e-05,0.00713894931829799,0.014773944441116049,0.03723062251684085,0.21057039502023,30.0,7.363666666666668,9.666130161489166,1.49,2.5999999999999996,2.9400000000000004,4.815,39.99
Meat,201802.0,30.0,148.77166666666665,129.6205015734815,0.15,1.0,147.5,218.75,450.0,8.0,0.38487499999999997,0.4778435002323311,0.15,0.165,0.2,0.29675,1.55,30.0,0.033333333333333284,0.05441732359927845,6.3533208808244e-05,0.006179058365236074,0.0156768192734342,0.028942326368278374,0.223533426636388,30.0,0.033333333333333284,0.055071664062005726,5.78534431933422e-05,0.00522989011963704,0.0114327003659004,0.034331024949870496,0.259795826474185,30.0,7.3423333333333325,9.675775539916714,1.49,2.5999999999999996,2.88,4.815,39.99
Meat,201803.0,30.0,148.77166666666665,129.6205015734815,0.15,1.0,147.5,218.75,450.0,8.0,0.38487499999999997,0.4778435002323311,0.15,0.165,0.2,0.29675,1.55,30.0,0.0333333333333333,0.0577370180710447,1.97593851969499e-05,0.0068329998085383675,0.017021347630951852,0.02676698302123723,0.273718586836025,30.0,0.03333333333333329,0.05554014834912414,1.87226160686793e-05,0.0063297027634625965,0.0125725583357661,0.03702992084679655,0.259426520945893,30.0,7.3423333333333325,9.675775539916714,1.49,2.5999999999999996,2.88,4.815,39.99
Meat,201804.0,30.0,148.77166666666665,129.6205015734815,0.15,1.0,147.5,218.75,450.0,8.0,0.38487499999999997,0.4778435002323311,0.15,0.165,0.2,0.29675,1.55,30.0,0.03333333333333325,0.05208892855449148,2.5467740522435e-05,0.007829802146217426,0.015634136551912398,0.030336153800703675,0.24131600983666,30.0,0.0333333333333333,0.053710712248145706,2.21114674271959e-05,0.006479934374501618,0.0119377594116346,0.03763407083773233,0.228397135892082,30.0,7.353,9.670617834985768,1.49,2.5999999999999996,2.88,4.815,39.99
Meat,201805.0,30.0,148.77166666666665,129.6205015734815,0.15,1.0,147.5,218.75,450.0,8.0,0.38487499999999997,0.4778435002323311,0.15,0.165,0.2,0.29675,1.55,30.0,0.03333333333333328,0.054121903181750884,9.1220817320279e-07,0.007442478433118263,0.01856024359607055,0.03116308366499695,0.273135195636725,30.0,0.03333333333333328,0.06156001460633417,8.14052994610733e-07,0.005539995848490298,0.014070299718372349,0.033869154943719074,0.323382500824376,30.0,7.357666666666666,9.66886709597046,1.49,2.5999999999999996,2.88,4.815,39.99
Meat,201806.0,29.0,148.38448275862066,131.8971915001065,0.15,1.0,135.0,225.0,450.0,8.0,0.38487499999999997,0.4778435002323311,0.15,0.165,0.2,0.29675,1.55,29.0,0.034482758620689585,0.062113280643553925,2.21065313746946e-05,0.00702250813336133,0.0157730101358446,0.0218390423450608,0.304544734408447,29.0,0.03448275862068955,0.057754202258257274,2.06532261562917e-05,0.0055962990936574,0.0140392120389593,0.0296277113465744,0.237917578491586,29.0,7.594482758620689,9.864241910704868,1.49,2.57,2.99,4.99,39.99
Meat,201807.0,29.0,148.38448275862066,131.8971915001065,0.15,1.0,135.0,225.0,450.0,8.0,0.38487499999999997,0.4778435002323311,0.15,0.165,0.2,0.29675,1.55,29.0,0.03448275862068957,0.05101177034327761,2.52706326818774e-05,0.00716211847925544,0.0196163286193073,0.0306943422212254,0.238824325932196,29.0,0.03448275862068956,0.05122503051989974,2.00406796190236e-05,0.00701949648338647,0.0140389865398309,0.0407328762928027,0.205443175845427,29.0,7.6,9.862372215359025,1.49,2.57,2.99,4.99,39.99
Meat,201808.0,29.0,148.38448275862066,131.8971915001065,0.15,1.0,135.0,225.0,450.0,8.0,0.38487499999999997,0.4778435002323311,0.15,0.165,0.2,0.29675,1.55,29.0,0.034482758620689606,0.052967720293776985,2.43892164188204e-05,0.00751409585848933,0.0188550814932408,0.0290597513630246,0.256186546464783,29.0,0.0344827586206896,0.05895827145994302,2.02963662847578e-05,0.00568473205237539,0.0140779441293873,0.0425464192452854,0.298864238934824,29.0,7.6000000000000005,9.86244464043851,1.49,2.57,2.99,4.99,39.99
Meat,201809.0,30.0,148.77166666666665,129.6205015734815,0.15,1.0,147.5,218.75,450.0,8.0,0.38487499999999997,0.4778435002323311,0.15,0.165,0.2,0.29675,1.55,30.0,0.033333333333333284,0.06861421296852475,1.6779544057839e-05,0.006092372788333737,0.013754681667579,0.022950396172026623,0.345421596531668,30.0,0.03333333333333327,0.061111094360107615,1.60117445193469e-05,0.0053921104698343575,0.01223983232364365,0.0308744336228104,0.247817809657413,30.0,7.441,9.730111935423048,1.49,2.5999999999999996,2.99,4.855,39.99
Meat,201810.0,30.0,148.77166666666665,129.6205015734815,0.15,1.0,147.5,218.75,450.0,8.0,0.38487499999999997,0.4778435002323311,0.15,0.165,0.2,0.29675,1.55,30.0,0.03333333333333326,0.053359198682591515,3.69079872344499e-05,0.007905229515778739,0.02030285310275065,0.03079481350509388,0.274749977220851,30.0,0.03333333333333325,0.05062265692077615,3.24097257552743e-05,0.008257002195642665,0.01648125909565485,0.03546518992911505,0.20609287525423,30.0,7.107666666666666,8.716342036987026,1.49,2.5999999999999996,2.99,4.855,32.99
Meat,201811.0,30.0,148.77166666666665,129.6205015734815,0.15,1.0,147.5,218.75,450.0,8.0,0.38487499999999997,0.4778435002323311,0.15,0.165,0.2,0.29675,1.55,30.0,0.03333333333333326,0.053851775691735077,2.67317204535283e-05,0.008828645711637996,0.0162370450162172,0.027454466969494152,0.261096634179375,30.0,0.03333333333333326,0.0520037620527517,2.40482391151361e-05,0.007114148653096467,0.01305414771028145,0.037906597261141976,0.207751648802044,30.0,6.891,8.240219427108512,1.49,2.5999999999999996,2.99,4.855,32.99
Meat,201812.0,30.0,148.77166666666665,129.6205015734815,0.15,1.0,147.5,218.75,450.0,8.0,0.38487499999999997,0.4778435002323311,0.15,0.165,0.2,0.29675,1.55,30.0,0.033333333333333263,0.05425618849885221,2.1758233736773e-05,0.006705747261971938,0.01469312467889055,0.031211835356147147,0.243014905091988,30.0,0.033333333333333263,0.05285654575422881,2.07523049628563e-05,0.00741078449832103,0.01315914335666275,0.03811140413210778,0.236542601914634,30.0,6.9076666666666675,8.232041554858645,1.49,2.5999999999999996,2.995,4.855,32.99
Meat,201901.0,29.0,153.86724137931034,128.82065486826892,0.15,1.0,160.0,225.0,450.0,7.0,0.41485714285714287,0.507937144592855,0.15,0.16,0.225,0.3295,1.55,29.0,0.034482758620689585,0.067315083089375,3.39556539159857e-05,0.00654645033586136,0.0144111790002257,0.0227582776893377,0.344221446790491,29.0,0.034482758620689585,0.05747439305411991,3.19877597732548e-05,0.00863911321759295,0.0149393648840881,0.0360938283139635,0.231297751833629,29.0,6.167241379310345,6.907356273543097,1.53,2.57,3.07,4.58,25.7
Meat,201902.0,30.0,148.77166666666665,129.6205015734815,0.15,1.0,147.5,218.75,450.0,8.0,0.38487499999999997,0.4778435002323311,0.15,0.165,0.2,0.29675,1.55,30.0,0.03333333333333327,0.057526356201680104,4.50437658938396e-05,0.008029540876727938,0.0157711933366561,0.027092111563615927,0.246035903798266,30.0,0.0333333333333333,0.059730051892239115,4.01811271268705e-05,0.007551932400563878,0.01423736951056615,0.029875769600262003,0.280721454733366,30.0,7.130000000000001,8.53741501699512,1.53,2.71,3.08,5.0600000000000005,34.59
Meat,201903.0,30.0,148.77166666666665,129.6205015734815,0.15,1.0,147.5,218.75,450.0,8.0,0.38487499999999997,0.4778435002323311,0.15,0.165,0.2,0.29675,1.55,30.0,0.03333333333333326,0.06144863762713898,5.78811151961981e-05,0.00749109420113913,0.018564428070687047,0.025373915762681325,0.324276316926918,30.0,0.03333333333333327,0.05170536669418731,5.59258256064221e-05,0.007188397771576293,0.0152483117046375,0.0365529330967654,0.220038662866641,30.0,7.139,8.532697899742839,1.53,2.715,3.08,5.0600000000000005,34.59
Meat,201904.0,30.0,148.77166666666665,129.6205015734815,0.15,1.0,147.5,218.75,450.0,8.0,0.38487499999999997,0.4778435002323311,0.15,0.165,0.2,0.29675,1.55,30.0,0.03333333333333326,0.052532435353024036,2.20207276705417e-05,0.00751259145208201,0.016671452504813652,0.03163828048065075,0.219898986518029,30.0,0.03333333333333328,0.05522716815970942,1.97324455109028e-05,0.006163619362357742,0.0128645825801574,0.0316722937667074,0.253077303341874,30.0,7.121666666666668,8.529636400599781,1.53,2.715,3.08,5.035,34.59
Meat,201905.0,30.0,148.77166666666665,129.6205015734815,0.15,1.0,147.5,218.75,450.0,8.0,0.38487499999999997,0.4778435002323311,0.15,0.165,0.2,0.29675,1.55,30.0,0.03333333333333329,0.06017087818097439,1.53329551204403e-05,0.005644923258559615,0.01669902559070205,0.030290252840429927,0.305613586531532,30.0,0.03333333333333324,0.055994696409763296,1.39236613181624e-05,0.005701524212566882,0.0135669285891411,0.034173521030149576,0.238494883644091,30.0,7.162333333333334,8.58341411188415,1.53,2.715,3.08,5.035,34.59
Meat,201906.0,30.0,148.77166666666665,129.6205015734815,0.15,1.0,147.5,218.75,450.0,8.0,0.38487499999999997,0.4778435002323311,0.15,0.165,0.2,0.29675,1.55,30.0,0.03333333333333326,0.05211697203804477,7.84376475608244e-07,0.007157631434044133,0.0175563064653015,0.03613602813715292,0.2387979273636,30.0,0.033333333333333263,0.05554622087093592,7.07428943185815e-07,0.006523435282627957,0.0159523524146777,0.033034213571217205,0.271678094604862,30.0,7.174333333333333,8.57664217042662,1.69,2.715,3.08,5.035,34.59
Meat,201907.0,29.0,148.38448275862066,131.8971915001065,0.15,1.0,135.0,225.0,450.0,8.0,0.38487499999999997,0.4778435002323311,0.15,0.165,0.2,0.29675,1.55,29.0,0.034482758620689606,0.054572320958744605,1.34904031347545e-05,0.0074674569967457,0.0172303579730357,0.0363649382347081,0.232644077505479,29.0,0.0344827586206896,0.05632675293856831,1.18385537542872e-05,0.00624676914625085,0.0146109569283867,0.0358153105838614,0.267220011783091,29.0,7.366206896551725,8.850361337979816,1.65,2.69,3.07,5.13,35.99
Meat,201908.0,29.0,148.38448275862066,131.8971915001065,0.15,1.0,135.0,225.0,450.0,8.0,0.38487499999999997,0.4778435002323311,0.15,0.165,0.2,0.29675,1.55,29.0,0.034482758620689606,0.05499871825690811,2.11143967458491e-05,0.0084689845347601,0.0186999654779613,0.0332192804002445,0.240691454264633,29.0,0.0344827586206896,0.05812638718163549,1.86179811516886e-05,0.00695411656284394,0.0177488686877992,0.034326676126941,0.284208778167226,29.0,7.394827586206898,8.892308723469824,1.65,2.69,3.07,5.13,35.99
Meat,201909.0,30.0,148.77166666666665,129.6205015734815,0.15,1.0,147.5,218.75,450.0,8.0,0.38487499999999997,0.4778435002323311,0.15,0.165,0.2,0.29675,1.55,30.0,0.033333333333333263,0.06696758383123921,8.95314594896259e-06,0.005601311934319711,0.01595711741528645,0.029132044726932704,0.319400497347257,30.0,0.033333333333333263,0.06272552343220256,8.30071868040498e-06,0.005633023493523105,0.0147179258511385,0.029531627925042277,0.276278576873285,30.0,7.254000000000001,8.771880072139611,1.65,2.715,3.07,5.035,35.99
Meat,201910.0,30.0,148.77166666666665,129.6205015734815,0.15,1.0,147.5,218.75,450.0,8.0,0.38487499999999997,0.4778435002323311,0.15,0.165,0.2,0.29675,1.55,30.0,0.03333333333333329,0.05116045664187977,2.17261419803378e-05,0.006984049390762762,0.02165854953862115,0.036577167031786526,0.25494782708405,30.0,0.033333333333333284,0.05245763946717724,1.69064046907227e-05,0.005967918218694135,0.0158997959872878,0.03396113676798165,0.221397752465689,30.0,7.250000000000001,8.772750522164523,1.65,2.715,3.07,4.93,35.99
Meat,201911.0,29.0,149.59137931034482,131.83569053192522,0.15,1.0,160.0,225.0,450.0,8.0,0.384875,0.477843500232331,0.15,0.165,0.2,0.29675,1.55,29.0,0.03448275862068961,0.07975975384137915,1.76412890842759e-05,0.00723204646009893,0.014361773443509,0.024180914947817,0.40595958027845,29.0,0.0344827586206896,0.06736882436236916,1.70057019698415e-05,0.00707419817720913,0.0131972927273702,0.0279019085318016,0.286281941329031,29.0,7.419655172413794,8.86936359561006,1.65,2.79,3.09,4.99,35.99
Meat,201912.0,30.0,148.77166666666665,129.6205015734815,0.15,1.0,147.5,218.75,450.0,8.0,0.38487499999999997,0.4778435002323311,0.15,0.165,0.2,0.29675,1.55,30.0,0.03333333333333328,0.05191176523249864,2.72744009291479e-05,0.008490483128131346,0.01749652819604835,0.030998682494910623,0.217095139929041,30.0,0.033333333333333284,0.054923079486627384,2.2724088613263e-05,0.008149988327644438,0.0168302698493387,0.03334857508103652,0.265980059246526,30.0,7.2040000000000015,8.794218947499074,0.99,2.715,3.04,4.93,35.99
Soda,201801.0,28.0,63.835,174.65011956183417,0.28,0.6875,1.0,1.9849999999999999,750.0,0.0,,,,,,,,28.0,0.03571428571428564,0.07088788247092741,6.54448548564009e-07,0.00300244632867453,0.008155410587930394,0.027192828029245924,0.345204593705252,28.0,0.03571428571428565,0.0686825979732116,9.03533450716848e-07,0.003784924695873255,0.01085059828737979,0.026841380952649325,0.329793068168381,28.0,2.0810714285714287,1.9629802347747678,0.63,1.1875,1.43,1.79,9.99
Soda,201802.0,27.0,66.15296296296297,177.53764315501385,0.28,0.625,1.0,1.99,750.0,0.0,,,,,,,,27.0,0.03703703703703695,0.055547595750889245,2.82324661260821e-05,0.006257524456373774,0.01408497568983,0.0471507391864613,0.209168291713972,27.0,0.03703703703703697,0.05785471786463806,2.41250985898513e-05,0.005219888976015815,0.0160649031592811,0.03750818971819985,0.228603825336611,27.0,2.10037037037037,1.9972201478776241,0.63,1.125,1.44,1.81,9.99
Soda,201803.0,28.0,78.07607142857144,185.29089570764899,0.28,0.6875,1.0,3.5,750.0,0.0,,,,,,,,28.0,0.035714285714285594,0.05358654540679346,1.22241842037869e-06,0.0032238229791437074,0.01115945775963705,0.035812734054926874,0.174866343825961,28.0,0.03571428571428565,0.05343547494937921,1.43026412471686e-06,0.00424109284363303,0.01231863090661485,0.033828223875086855,0.195382136784881,28.0,2.1167857142857143,1.9606311409593267,0.63,1.1875,1.47,2.0125,9.99
Soda,201804.0,28.0,78.07607142857144,185.29089570764899,0.28,0.6875,1.0,3.5,750.0,0.0,,,,,,,,28.0,0.03571428571428565,0.0860330272170759,3.29194986579817e-06,0.003534594003823043,0.007503451060775975,0.0320939050645551,0.438247409784113,28.0,0.035714285714285636,0.0752967814459934,3.89455293586548e-06,0.0046470100858676255,0.00834929067793134,0.03354119142155958,0.359225907295313,28.0,2.1160714285714284,1.960847018955337,0.63,1.2025000000000001,1.47,2.0125,9.99
Soda,201805.0,29.0,75.42689655172414,182.51047449595575,0.28,0.75,1.0,2.0,750.0,0.0,,,,,,,,29.0,0.03448275862068954,0.0536032858818909,6.48152409150097e-07,0.0030378903416865,0.0108487750243543,0.0335308685825619,0.207635624271233,29.0,0.03448275862068955,0.05445546379870495,7.93133139682596e-07,0.00481249451387799,0.0118627122437972,0.0449981438746331,0.228164211398639,29.0,2.1082758620689654,1.9252144017253865,0.59,1.27,1.5,1.85,9.99
Soda,201806.0,29.0,75.42689655172414,182.51047449595575,0.28,0.75,1.0,2.0,750.0,0.0,,,,,,,,29.0,0.03448275862068959,0.05338587906897188,4.85651664401101e-07,0.0011038862331837,0.00903409226118929,0.0583695022410396,0.210516398271274,29.0,0.034482758620689585,0.056322711659556116,6.21020633510035e-07,0.00298878642667935,0.0106901454111965,0.0421514162819261,0.24170987528476,29.0,2.043793103448276,1.8754493057723975,0.59,1.27,1.5,1.85,9.99
Soda,201807.0,29.0,75.42689655172414,182.51047449595575,0.28,0.75,1.0,2.0,750.0,0.0,,,,,,,,29.0,0.03448275862068955,0.05461729859854274,1.11635986306729e-06,0.00114091978005477,0.00794848222503917,0.0487486443204912,0.234226253769807,29.0,0.034482758620689585,0.05860003139531761,1.43574842545042e-06,0.00291625875868745,0.00865266280881641,0.0284253648796636,0.270463428170327,29.0,2.029310344827586,1.863182628565746,0.59,1.27,1.5,1.85,9.99
Soda,201808.0,28.0,78.07607142857144,185.29089570764899,0.28,0.6875,1.0,3.5,750.0,0.0,,,,,,,,28.0,0.03571428571428566,0.069562017168565,5.46105991229537e-06,0.0012853349193575163,0.0059264911548205495,0.03133630646673885,0.314432935950207,28.0,0.035714285714285636,0.07058457258812392,5.67448685109544e-06,0.002609696527331705,0.007461101123888,0.023814663080531578,0.294682580011425,28.0,2.0625,1.9076796551482817,0.59,1.2025000000000001,1.5,1.86,9.99
Soda,201809.0,28.0,78.07607142857144,185.29089570764899,0.28,0.6875,1.0,3.5,750.0,0.0,,,,,,,,28.0,0.03571428571428562,0.058040816581401686,2.12845095064601e-06,0.0010643585035074175,0.00867583213120197,0.055010346932183776,0.231827152755199,28.0,0.03571428571428566,0.06283287394771575,1.96682559656185e-06,0.0027011568227562925,0.008228947908043995,0.0382999418803662,0.259594843305022,28.0,2.0610714285714287,1.9050271491906459,0.64,1.2075,1.5,1.86,9.99
Soda,201810.0,28.0,78.07607142857144,185.29089570764899,0.28,0.6875,1.0,3.5,750.0,0.0,,,,,,,,28.0,0.03571428571428568,0.06327592980593276,8.50459460723656e-07,0.0014538604481070827,0.01042705821820236,0.040711069155111024,0.295197030195563,28.0,0.03571428571428566,0.06429915555584184,8.86872505818442e-07,0.002958683574060327,0.0077715455451517505,0.040416810254651776,0.290621953415115,28.0,2.100357142857143,1.9136633128981377,0.64,1.2075,1.5,1.9649999999999999,9.99
Soda,201811.0,29.0,75.42689655172414,182.51047449595575,0.28,0.75,1.0,2.0,750.0,0.0,,,,,,,,29.0,0.034482758620689564,0.059131461130156215,6.87910725697661e-07,0.00388050440366051,0.00834229337053554,0.0451936709461592,0.225678744315277,29.0,0.034482758620689585,0.06230935990262829,8.75914568606456e-07,0.00292223989600836,0.00709347637097148,0.0276226381907311,0.249921857723665,29.0,2.067241379310345,1.8702805300499024,0.62,1.27,1.5,1.89,9.99
Soda,201812.0,29.0,75.42689655172414,182.51047449595575,0.28,0.75,1.0,2.0,750.0,0.0,,,,,,,,29.0,0.0344827586206896,0.05354796251028682,2.95363560052432e-06,0.00370267758881729,0.00894479005262787,0.0443913708945203,0.205291260960203,29.0,0.0344827586206896,0.057243398618977946,3.55183494636115e-06,0.00343176599856759,0.00794711400217482,0.0299942900380978,0.221671658135293,29.0,2.061034482758621,1.874149987951845,0.62,1.25,1.5,1.99,9.99
Soda,201901.0,29.0,75.42689655172414,182.51047449595575,0.28,0.75,1.0,2.0,750.0,0.0,,,,,,,,29.0,0.03448275862068957,0.05887743014981205,7.58347318521799e-07,0.00266028239337447,0.00807260720566455,0.0396539812855048,0.230426866122122,29.0,0.0344827586206896,0.06107959120081187,9.65555440166535e-07,0.00325484797158488,0.00769300668752014,0.0306265924395515,0.253259888408135,29.0,2.077586206896552,1.8897121004693014,0.64,1.29,1.53,1.95,9.99
Soda,201902.0,28.0,78.07607142857144,185.29089570764899,0.28,0.6875,1.0,3.5,750.0,0.0,,,,,,,,28.0,0.035714285714285664,0.05431982303637547,1.31206368757139e-05,0.005029509132373277,0.00940790665978926,0.0534581898605358,0.232229532421503,28.0,0.03571428571428566,0.05838693064875709,2.5969639020113e-05,0.00383850454860291,0.00959343979527999,0.03560689558088567,0.260554805575479,28.0,2.100357142857143,1.9205544765391314,0.66,1.23,1.525,1.9749999999999999,9.99
Soda,201903.0,28.0,78.07607142857144,185.29089570764899,0.28,0.6875,1.0,3.5,750.0,0.0,,,,,,,,28.0,0.03571428571428566,0.059347443438128714,2.39210557318736e-06,0.0037434957154399004,0.008896539639880467,0.051006867137074176,0.233110090080715,28.0,0.03571428571428567,0.06304293598153447,1.18046129237978e-05,0.00326223777663936,0.008169957161759734,0.032249469438039004,0.253728896743254,28.0,2.107142857142857,1.9184558936480702,0.66,1.23,1.5350000000000001,1.9749999999999999,9.99
Soda,201904.0,28.0,78.07607142857144,185.29089570764899,0.28,0.6875,1.0,3.5,750.0,0.0,,,,,,,,28.0,0.035714285714285636,0.059677014238533624,6.24856673500515e-07,0.0012208137258516302,0.007547643759212725,0.0557731445349722,0.231704352814073,28.0,0.03571428571428566,0.06307670918106686,4.44234261577137e-06,0.0025333048770902625,0.00614250811137201,0.042488776825090876,0.253700480631223,28.0,2.098214285714286,1.9134573199692528,0.66,1.23,1.5350000000000001,1.9749999999999999,9.99
Soda,201905.0,28.0,78.07607142857144,185.29089570764899,0.28,0.6875,1.0,3.5,750.0,0.0,,,,,,,,28.0,0.035714285714285636,0.05699637511933471,1.45364366687429e-06,0.001304826896478035,0.008740032547081701,0.055783394010842716,0.242211922349262,28.0,0.03571428571428566,0.06089826192651518,8.01098490593119e-06,0.0031742538697386346,0.007657123872102435,0.03177328217143365,0.266829904090217,28.0,2.0978571428571433,1.9169426992399412,0.66,1.23,1.5350000000000001,1.9749999999999999,9.99
Soda,201906.0,29.0,75.42689655172414,182.51047449595575,0.28,0.75,1.0,2.0,750.0,0.0,,,,,,,,29.0,0.03448275862068959,0.0931328759927014,9.71272668289987e-07,0.000739786015680873,0.00484373679676216,0.0333000834323222,0.481561197786404,29.0,0.0344827586206896,0.08133106465728232,1.3214055226494e-06,0.00215255432934615,0.00487624004965183,0.0236636845534861,0.384033445749607,29.0,2.0896551724137935,1.8815257538927221,0.64,1.29,1.54,1.95,9.99
Soda,201907.0,29.0,75.42689655172414,182.51047449595575,0.28,0.75,1.0,2.0,750.0,0.0,,,,,,,,29.0,0.0344827586206896,0.06186521258198105,5.63524099389872e-07,0.00102786795728712,0.00688175630174912,0.0449658419867154,0.271835572684183,29.0,0.0344827586206896,0.06681505571091327,6.52201758062151e-07,0.00254431110304075,0.00507795178817661,0.0450339464719005,0.301689205015012,29.0,2.0965517241379312,1.8762372600920267,0.66,1.29,1.54,1.95,9.99
Soda,201908.0,28.0,78.07607142857144,185.29089570764899,0.28,0.6875,1.0,3.5,750.0,0.0,,,,,,,,28.0,0.035714285714285664,0.06609102331746322,1.90020623571678e-06,0.0008313402281260857,0.007034880185662815,0.0555637721880748,0.274241564351117,28.0,0.035714285714285664,0.07141270074090421,2.59741621643209e-06,0.0020601731719524902,0.00532073347793955,0.03150141590786965,0.309159192550113,28.0,2.1021428571428578,1.9040626295777396,0.66,1.24,1.545,1.9849999999999999,9.99
Soda,201909.0,28.0,78.07607142857144,185.29089570764899,0.28,0.6875,1.0,3.5,750.0,0.0,,,,,,,,28.0,0.03571428571428561,0.05945309455009902,4.90191272634582e-07,0.0007218066489544216,0.00830947735806511,0.050642273114969424,0.268862560170978,28.0,0.035714285714285685,0.06500886579228722,1.00326645492132e-06,0.0017812461103286152,0.005231221889836095,0.05206926651465307,0.302552071827472,28.0,2.133928571428572,1.9243937752228368,0.69,1.255,1.54,2.01,9.99
Soda,201910.0,27.0,80.93074074074075,188.19206488065745,0.28,0.625,1.0,5.0,750.0,0.0,,,,,,,,27.0,0.03703703703703696,0.06474026044193178,1.37345091904468e-06,0.000743723672662695,0.00725594120531305,0.049362856118655096,0.251656725171097,27.0,0.037037037037036966,0.06906524025574949,1.14674815951178e-06,0.0012136081813284775,0.00523506130831495,0.04553136456989269,0.277228078497606,27.0,1.8429629629629634,1.1764543039764568,0.69,1.22,1.54,1.92,5.99
Soda,201911.0,29.0,75.42689655172414,182.51047449595575,0.28,0.75,1.0,2.0,750.0,0.0,,,,,,,,29.0,0.034482758620689606,0.06312685409102825,6.82074269703079e-07,3.95603076427786e-05,0.00613252975890038,0.0452849569883965,0.25289335905208,29.0,0.0344827586206896,0.0679488510315129,1.91694531873096e-06,3.58564611265406e-05,0.00508174526478193,0.0312157435896417,0.263447185101188,29.0,2.107241379310345,1.884614201807673,0.69,1.29,1.54,1.95,9.99
Soda,201912.0,26.0,68.65884615384616,180.56597784359982,0.28,0.5625,1.0,1.995,750.0,0.0,,,,,,,,26.0,0.03846153846153841,0.07171842627084146,5.17564321599977e-07,0.0011075876482239495,0.006969262372504495,0.045998270300037176,0.304327821100786,26.0,0.03846153846153841,0.07239995781018266,5.48521057493028e-07,0.0027312921496763826,0.0053511471329654794,0.030439003136147245,0.286010451505521,26.0,1.8284615384615384,1.1834075960807156,0.68,1.185,1.5150000000000001,1.865,5.99
