,,Content,Content,Content,Content,Content,Content,Content,Content,StandardWeight,StandardWeight,StandardWeight,StandardWeight,StandardWeight,StandardWeight,StandardWeight,StandardWeight,QuantityCE,QuantityCE,QuantityCE,QuantityCE,QuantityCE,QuantityCE,QuantityCE,QuantityCE,SalesGoodsEUR,SalesGoodsEUR,SalesGoodsEUR,SalesGoodsEUR,SalesGoodsEUR,SalesGoodsEUR,SalesGoodsEUR,SalesGoodsEUR,RetailItemPrice,RetailItemPrice,RetailItemPrice,RetailItemPrice,RetailItemPrice,RetailItemPrice,RetailItemPrice,RetailItemPrice
Gevogelte en Vis Vega,201801.0,20.0,95.4075,97.48311631818746,0.15,1.0,100.0,170.0,250.0,8.0,0.384875,0.477843500232331,0.15,0.165,0.2,0.29675,1.55,20.0,0.04423859780607711,0.07508542777893913,0.0037237713192819,0.0117231733862463,0.02158292532594515,0.036095599663355474,0.338402453982704,20.0,0.04519106915819285,0.06050076540728305,0.00240307826470721,0.010366177975519161,0.02452583832870915,0.045771047990018576,0.21057039502023,20.0,9.6995,11.194662015066777,1.49,2.7350000000000003,3.39,16.24,39.99
Gevogelte en Vis Vega,201802.0,20.0,95.4075,97.48311631818746,0.15,1.0,100.0,170.0,250.0,8.0,0.384875,0.477843500232331,0.15,0.165,0.2,0.29675,1.55,20.0,0.04510013741325441,0.06351139695038294,0.00275371079320303,0.010941779982682646,0.02253386773838105,0.04579609833488532,0.223533426636388,20.0,0.04603200102318751,0.06394674916613927,0.00177659970857534,0.008786910856682234,0.02927956766542275,0.05650924236188457,0.259795826474185,20.0,9.682500000000001,11.204841470026297,1.49,2.7350000000000003,3.27,16.24,39.99
Gevogelte en Vis Vega,201803.0,20.0,95.4075,97.48311631818746,0.15,1.0,100.0,170.0,250.0,8.0,0.384875,0.477843500232331,0.15,0.165,0.2,0.29675,1.55,20.0,0.04521069977521992,0.06777852198085091,0.00614925694491287,0.011206126499584,0.02191929040640965,0.0384853204801939,0.273718586836025,20.0,0.046249269650696014,0.0644357088042131,0.00472913016558338,0.009156076057315988,0.02488979330944865,0.0484261190880967,0.259426520945893,20.0,9.682500000000001,11.204841470026297,1.49,2.7350000000000003,3.27,16.24,39.99
Gevogelte en Vis Vega,201804.0,20.0,95.4075,97.48311631818746,0.15,1.0,100.0,170.0,250.0,8.0,0.384875,0.477843500232331,0.15,0.165,0.2,0.29675,1.55,20.0,0.04606691496015815,0.05987434273805479,0.00372032753551731,0.01377524617117985,0.02087590690623995,0.04528979232585662,0.24131600983666,20.0,0.04689872731464325,0.061607373083489146,0.00217925553735187,0.011056764944034424,0.03234815283788915,0.05263819630867055,0.228397135892082,20.0,9.698500000000001,11.194518994861538,1.49,2.7350000000000003,3.27,16.24,39.99
Gevogelte en Vis Vega,201805.0,20.0,95.4075,97.48311631818746,0.15,1.0,100.0,170.0,250.0,8.0,0.384875,0.477843500232331,0.15,0.165,0.2,0.29675,1.55,20.0,0.045761287891987176,0.06273668964369673,0.00252316780707891,0.011277629645306025,0.02006629929002835,0.047837792967057424,0.273135195636725,20.0,0.04677459635044861,0.07202381358271619,0.00152655493187236,0.01065289563610315,0.02122313259872685,0.05020889049025977,0.323382500824376,20.0,9.700500000000002,11.194127913189222,1.49,2.7350000000000003,3.34,16.24,39.99
Gevogelte en Vis Vega,201806.0,20.0,95.4075,97.48311631818746,0.15,1.0,100.0,170.0,250.0,8.0,0.384875,0.477843500232331,0.15,0.165,0.2,0.29675,1.55,20.0,0.04641129938506988,0.0718966558934977,0.00233371282878859,0.011155324173860448,0.0172545161801387,0.038457443084892726,0.304544734408447,20.0,0.04703809152086251,0.06601830556784327,0.00153409797020528,0.012298634252280574,0.0163481280193613,0.04485272327075385,0.237917578491586,20.0,9.820500000000001,11.249053983616392,1.49,2.8850000000000002,3.34,16.99,39.99
Gevogelte en Vis Vega,201807.0,20.0,95.4075,97.48311631818746,0.15,1.0,100.0,170.0,250.0,8.0,0.384875,0.477843500232331,0.15,0.165,0.2,0.29675,1.55,20.0,0.04641462369395567,0.05765404103933914,0.0025870810208072,0.013236810045918777,0.023687532838660652,0.050460715222081426,0.238824325932196,20.0,0.047232570141814076,0.05744342220586906,0.00161266117881118,0.012619246071578476,0.025849317271988748,0.048371655715255556,0.205443175845427,20.0,9.828500000000002,11.244969998321823,1.49,2.8850000000000002,3.34,16.99,39.99
Gevogelte en Vis Vega,201808.0,20.0,95.4075,97.48311631818746,0.15,1.0,100.0,170.0,250.0,8.0,0.384875,0.477843500232331,0.15,0.165,0.2,0.29675,1.55,20.0,0.04657808207636478,0.0600832150659092,0.00252650110084054,0.015444748447404575,0.023379281138932,0.05164083996461345,0.256186546464783,20.0,0.047458390937612845,0.06735174974862851,0.00148949141722711,0.011794212609200124,0.01876605593590945,0.059810064083422224,0.298864238934824,20.0,9.828500000000002,11.245063607037347,1.49,2.8850000000000002,3.37,16.99,39.99
Gevogelte en Vis Vega,201809.0,20.0,95.4075,97.48311631818746,0.15,1.0,100.0,170.0,250.0,8.0,0.384875,0.477843500232331,0.15,0.165,0.2,0.29675,1.55,20.0,0.04710633266984211,0.08103957421202297,0.0023092847509601,0.013147996277737724,0.0163768350004509,0.031138988459169376,0.345421596531668,20.0,0.04745800014301295,0.0711017229251017,0.00155644393091997,0.010985394192208325,0.01976169332955525,0.04604365865482703,0.247817809657413,20.0,9.825500000000002,11.247216486056029,1.49,2.8850000000000002,3.37,16.99,39.99
Gevogelte en Vis Vega,201810.0,20.0,95.4075,97.48311631818746,0.15,1.0,100.0,170.0,250.0,8.0,0.384875,0.477843500232331,0.15,0.165,0.2,0.29675,1.55,20.0,0.044590557783490734,0.06238607711879234,0.00337823420655324,0.014892949536401051,0.022993099359761703,0.054082311731780394,0.274749977220851,20.0,0.0457620719536039,0.05823565141383934,0.00210506398696116,0.012040835814055226,0.025653512566916448,0.049999995296387996,0.20609287525423,20.0,9.325500000000002,10.018949663932894,1.49,2.8850000000000002,3.37,16.99,32.99
Gevogelte en Vis Vega,201811.0,20.0,95.4075,97.48311631818746,0.15,1.0,100.0,170.0,250.0,8.0,0.384875,0.477843500232331,0.15,0.165,0.2,0.29675,1.55,20.0,0.045311701761125235,0.0627594638963539,0.0050899175870959,0.013660404183613226,0.0182909322043966,0.04043568744084365,0.261096634179375,20.0,0.046260473342410666,0.05981617899540101,0.00324564399272187,0.010912282946666655,0.02235767834412165,0.054312857611008424,0.207751648802044,20.0,9.0005,9.462409549035817,1.49,2.8850000000000002,3.37,16.99,32.99
Gevogelte en Vis Vega,201812.0,20.0,95.4075,97.48311631818746,0.15,1.0,100.0,170.0,250.0,8.0,0.384875,0.477843500232331,0.15,0.165,0.2,0.29675,1.55,20.0,0.04635244267758218,0.06273143563507362,0.00418459966253681,0.014344992939102151,0.018066352786598,0.05281319924646317,0.243014905091988,20.0,0.04679082874475986,0.06062203239540263,0.00330857659954939,0.010130927317691078,0.0232395434099589,0.04317384074335025,0.236542601914634,20.0,9.0035,9.460548707242369,1.49,2.8850000000000002,3.42,16.99,32.99
Gevogelte en Vis Vega,201901.0,19.0,100.3763157894737,97.51761431833319,0.15,1.0,100.0,180.0,250.0,7.0,0.4148571428571429,0.507937144592855,0.15,0.16,0.225,0.3295,1.55,19.0,0.04807663296997269,0.08030057701181484,0.00482070416036656,0.01230343171817605,0.0179715291828871,0.0472772559037896,0.344221446790491,19.0,0.04836355694676786,0.06722383803649457,0.00301067546255579,0.01049323868430716,0.0160084587294402,0.042762086910677996,0.231297751833629,19.0,7.951578947368421,8.025566967273951,1.53,2.785,3.34,13.87,25.7
Gevogelte en Vis Vega,201902.0,20.0,95.4075,97.48311631818746,0.15,1.0,100.0,170.0,250.0,8.0,0.384875,0.477843500232331,0.15,0.165,0.2,0.29675,1.55,20.0,0.04560289611830444,0.06740708843616572,0.00542189851639544,0.011743693138365575,0.01930419132241635,0.04689668037237483,0.246035903798266,20.0,0.04643032197602083,0.0698784893420215,0.00257467623335141,0.009583986108117743,0.023739368915821547,0.03744875424495895,0.280721454733366,20.0,9.3055,9.810407725311018,1.53,2.9749999999999996,3.5149999999999997,17.47,34.59
Gevogelte en Vis Vega,201903.0,20.0,95.4075,97.48311631818746,0.15,1.0,100.0,170.0,250.0,8.0,0.384875,0.477843500232331,0.15,0.165,0.2,0.29675,1.55,20.0,0.045164220751056236,0.07268128194009821,0.00508602110931788,0.011683340687492326,0.0223924745529811,0.03665302827229375,0.324276316926918,20.0,0.045853724358746684,0.05965242362657351,0.00267830050198581,0.010054740777951265,0.02746813477861535,0.04767620694501945,0.220038662866641,20.0,9.3005,9.81427128163236,1.53,2.9749999999999996,3.5149999999999997,17.47,34.59
Gevogelte en Vis Vega,201904.0,20.0,95.4075,97.48311631818746,0.15,1.0,100.0,170.0,250.0,8.0,0.384875,0.477843500232331,0.15,0.165,0.2,0.29675,1.55,20.0,0.0457554166585923,0.06073812603879454,0.00492207304891948,0.013093304465627375,0.0253987072952028,0.04842930553671557,0.219898986518029,20.0,0.046687540818601166,0.0638101222858823,0.00521228377203012,0.008819822599994639,0.02406125815813055,0.05113069558745912,0.253077303341874,20.0,9.2595,9.825818018711832,1.53,2.9749999999999996,3.245,17.335,34.59
Gevogelte en Vis Vega,201905.0,20.0,95.4075,97.48311631818746,0.15,1.0,100.0,170.0,250.0,8.0,0.384875,0.477843500232331,0.15,0.165,0.2,0.29675,1.55,20.0,0.04562905365000991,0.07066144241261414,0.00478100706849231,0.010775952943160678,0.02173110979929155,0.0396196372989466,0.305613586531532,20.0,0.04643533747574889,0.06489669991396252,0.00249664415245029,0.008385492172844306,0.0255876440111709,0.042788645486860004,0.238494883644091,20.0,9.3205,9.883092673322137,1.53,2.9749999999999996,3.245,17.5925,34.59
Gevogelte en Vis Vega,201906.0,20.0,95.4075,97.48311631818746,0.15,1.0,100.0,170.0,250.0,8.0,0.384875,0.477843500232331,0.15,0.165,0.2,0.29675,1.55,20.0,0.04527405329681266,0.060342273441511524,0.00440035202816225,0.012084692265577322,0.0231630295129492,0.04190805852703507,0.2387979273636,20.0,0.0464057781384177,0.06434068068524619,0.00237428657035866,0.00859771809983536,0.02643423642362755,0.05658916209332471,0.271678094604862,20.0,9.3385,9.869967351836369,1.69,2.9749999999999996,3.315,17.5925,34.59
Gevogelte en Vis Vega,201907.0,20.0,95.4075,97.48311631818746,0.15,1.0,100.0,170.0,250.0,8.0,0.384875,0.477843500232331,0.15,0.165,0.2,0.29675,1.55,20.0,0.04610033954306961,0.062412158454612586,0.00390702829248854,0.012533103373846013,0.025375967158132402,0.04201430397821608,0.232644077505479,20.0,0.04684185687747809,0.06431168023937363,0.00259720798682833,0.00919793209127411,0.0271693729189599,0.059702723824867854,0.267220011783091,20.0,9.406499999999998,10.062117740369203,1.65,2.915,3.315,17.5925,35.99
Gevogelte en Vis Vega,201908.0,20.0,95.4075,97.48311631818746,0.15,1.0,100.0,170.0,250.0,8.0,0.384875,0.477843500232331,0.15,0.165,0.2,0.29675,1.55,20.0,0.04536164210886366,0.06327730912930198,0.00433584137176012,0.011417346110358577,0.0248674807674238,0.04002365868155368,0.240691454264633,20.0,0.04630258487534657,0.06689858834993125,0.00268851910338738,0.0091966168989721,0.027509593197183498,0.050231685602780796,0.284208778167226,20.0,9.452,10.104955845107833,1.65,2.915,3.395,17.5925,35.99
Gevogelte en Vis Vega,201909.0,20.0,95.4075,97.48311631818746,0.15,1.0,100.0,170.0,250.0,8.0,0.384875,0.477843500232331,0.15,0.165,0.2,0.29675,1.55,20.0,0.04511482782727282,0.07960152836138773,0.00399384918873306,0.01062328071619197,0.0215591754451019,0.03159714424488045,0.319400497347257,20.0,0.04595423665331405,0.0738941949901217,0.00257925093097112,0.008160982401056935,0.02180930530837145,0.040644311998913205,0.276278576873285,20.0,9.462,10.098633883639383,1.65,2.915,3.495,17.5925,35.99
Gevogelte en Vis Vega,201910.0,20.0,95.4075,97.48311631818746,0.15,1.0,100.0,170.0,250.0,8.0,0.384875,0.477843500232331,0.15,0.165,0.2,0.29675,1.55,20.0,0.0413137073850777,0.06031019851764116,0.00465422241534348,0.012431275988388567,0.023053850656914,0.0374619038135414,0.25494782708405,20.0,0.04372906832625512,0.06152053243050384,0.00335503728319408,0.009362540656732421,0.02129068775326905,0.040819486400475224,0.221397752465689,20.0,9.455,10.101842718820635,1.65,2.915,3.495,17.5925,35.99
Gevogelte en Vis Vega,201911.0,19.0,93.85000000000001,99.89839143405219,0.15,1.0,100.0,180.0,250.0,8.0,0.384875,0.477843500232331,0.15,0.165,0.2,0.29675,1.55,19.0,0.04781323222955806,0.09649825537683916,0.00301666043341119,0.01205649799242125,0.0168941804915568,0.027975115197617702,0.40595958027845,19.0,0.04840286209468911,0.0802353921815464,0.00391833041691341,0.00894305096989442,0.0205750808428729,0.039917010770421396,0.286281941329031,19.0,9.832105263157894,10.221451614101355,1.65,3.04,3.5,17.895,35.99
Gevogelte en Vis Vega,201912.0,20.0,95.4075,97.48311631818746,0.15,1.0,100.0,170.0,250.0,8.0,0.384875,0.477843500232331,0.15,0.165,0.2,0.29675,1.55,20.0,0.044480759804200035,0.06051933265673485,0.00384114479752166,0.012921436845745777,0.0216505709820072,0.05049040888115103,0.217095139929041,20.0,0.045359910954143656,0.06410017685156594,0.00345881965576265,0.008999662567375177,0.02304530058311055,0.039640219150826404,0.265980059246526,20.0,9.393,10.141095186366577,0.99,2.915,3.495,17.5925,35.99
Zuivel en Gekoeld Sap,201801.0,12.0,346.125,347.7033822749709,1.0,150.375,250.0,500.0,1000.0,0.0,,,,,,,,12.0,0.05019694286322818,0.05993359230177055,0.00838655653427243,0.016305118472073422,0.023097167232208747,0.05479854933345775,0.21354441718042,12.0,0.04770676375776339,0.05530592215957861,0.0111564461428951,0.015677589287333624,0.02405386040738735,0.04649552179935122,0.173309597863266,12.0,1.285,0.4613123572039783,0.69,0.9849999999999999,1.0899999999999999,1.6150000000000002,2.19
Zuivel en Gekoeld Sap,201802.0,12.0,346.125,347.7033822749709,1.0,150.375,250.0,500.0,1000.0,0.0,,,,,,,,12.0,0.05098967281235717,0.05843366760677085,0.00842003016577348,0.015252986907040252,0.0273715794167566,0.05970126896739258,0.209165302216573,12.0,0.04738315022808681,0.0521258709136555,0.0113314708659688,0.014775595861488602,0.023553332239479752,0.049483980640693474,0.166839696923785,12.0,1.2683333333333333,0.4528261423013419,0.69,0.9849999999999999,1.0899999999999999,1.6150000000000002,2.19
Zuivel en Gekoeld Sap,201803.0,12.0,346.125,347.7033822749709,1.0,150.375,250.0,500.0,1000.0,0.0,,,,,,,,12.0,0.05923002790352779,0.059673365354641426,0.010761627041615,0.017013957188002,0.03974685337510485,0.08678458224393755,0.213947999029414,12.0,0.05332303938770669,0.05330915004363182,0.0124517078199978,0.021484085370812398,0.029631494963189647,0.0663466214075308,0.172698866419724,12.0,1.2733333333333334,0.4645101688549961,0.69,0.9650000000000001,1.0899999999999999,1.6300000000000001,2.19
Zuivel en Gekoeld Sap,201804.0,12.0,346.125,347.7033822749709,1.0,150.375,250.0,500.0,1000.0,0.0,,,,,,,,12.0,0.0535548196181295,0.06326964863663899,0.0102309102737055,0.01336877269658485,0.03251245429939255,0.0558572714539218,0.231595244800306,12.0,0.04899436968073272,0.0553503099111474,0.0116902358442269,0.01761938962749165,0.0263418095961791,0.04782885158246133,0.184639124506794,12.0,1.2633333333333334,0.4415949055481286,0.69,0.9650000000000001,1.16,1.515,2.19
Zuivel en Gekoeld Sap,201805.0,12.0,346.125,347.7033822749709,1.0,150.375,250.0,500.0,1000.0,0.0,,,,,,,,12.0,0.058569342866444433,0.06793870273462664,0.00936692000785193,0.0180127750433843,0.034997693796372395,0.07398819079228627,0.25098962027725,12.0,0.05367363513796134,0.05892795592646267,0.0115146238461495,0.02021880524956745,0.0279460439239885,0.06301605577361125,0.203451810841029,12.0,1.2700000000000002,0.4419173102413042,0.69,0.9650000000000001,1.185,1.5375,2.19
Zuivel en Gekoeld Sap,201806.0,12.0,346.125,347.7033822749709,1.0,150.375,250.0,500.0,1000.0,0.0,,,,,,,,12.0,0.05558611500816633,0.067672769223451,0.00979020447991555,0.013196225541099975,0.0348172096493409,0.0568380506159456,0.24848884957029,12.0,0.05162754974471429,0.058067433049678575,0.0118282914077431,0.017744077414418753,0.0281316569919731,0.05112671538416712,0.203071792803205,12.0,1.2675000000000003,0.4415082620456218,0.69,0.9474999999999999,1.2,1.5300000000000002,2.19
Zuivel en Gekoeld Sap,201807.0,12.0,346.125,347.7033822749709,1.0,150.375,250.0,500.0,1000.0,0.0,,,,,,,,12.0,0.05415632518292998,0.06932916279391342,0.00866448637395511,0.017330149588164725,0.029187697782715252,0.057014232706038254,0.260338247425956,12.0,0.048926570776895384,0.056865091999051494,0.013468024321867,0.016335257144667197,0.0258269372006849,0.0498742014966079,0.206010065500081,12.0,1.2675000000000003,0.4415082620456218,0.69,0.9474999999999999,1.2,1.5300000000000002,2.19
Zuivel en Gekoeld Sap,201808.0,12.0,346.125,347.7033822749709,1.0,150.375,250.0,500.0,1000.0,0.0,,,,,,,,12.0,0.050075566908498646,0.060768758316525735,0.0095198188543018,0.014510995253789249,0.0276158550834414,0.06146141387118347,0.228284944546961,12.0,0.04723307578855018,0.04951263999610793,0.0126882470328538,0.018341857244789928,0.0263452344776028,0.0538112945107128,0.180707664641256,12.0,1.2650000000000001,0.4456353992793987,0.69,0.9324999999999999,1.2149999999999999,1.5300000000000002,2.19
Zuivel en Gekoeld Sap,201809.0,12.0,346.125,347.7033822749709,1.0,150.375,250.0,500.0,1000.0,0.0,,,,,,,,12.0,0.05463202534110725,0.05969240149864573,0.0123683363340447,0.017503964516090476,0.0312112938034315,0.060028973756691924,0.217041815211818,12.0,0.053099042689096904,0.05288656830248959,0.0169112350380756,0.022762871251955172,0.0287337282991034,0.058141595717011454,0.172125931647859,12.0,1.2650000000000001,0.4456353992793987,0.69,0.9324999999999999,1.2149999999999999,1.5300000000000002,2.19
Zuivel en Gekoeld Sap,201810.0,12.0,346.125,347.7033822749709,1.0,150.375,250.0,500.0,1000.0,0.0,,,,,,,,12.0,0.04987559364628159,0.05084208206861827,0.0102780842668262,0.016489897438226424,0.03435111444761165,0.057872597919911506,0.19058697179618,12.0,0.04526996173090982,0.04040445323955653,0.014117303545638,0.021837734890341423,0.02644072701377185,0.05012522870983493,0.133931524735705,12.0,1.2758333333333334,0.45390143770593533,0.69,0.9324999999999999,1.2149999999999999,1.5825,2.19
Zuivel en Gekoeld Sap,201811.0,12.0,346.125,347.7033822749709,1.0,150.375,250.0,500.0,1000.0,0.0,,,,,,,,12.0,0.04684655764006743,0.046466363489089224,0.00754190102206649,0.0173699086380489,0.0322568032731644,0.053083459417524424,0.168190566244488,12.0,0.04679142014576823,0.04374365048084159,0.0121414383383055,0.021326759326464273,0.027503248417863453,0.052763015642163076,0.138646341855802,12.0,1.2891666666666668,0.4587425170721556,0.69,0.95,1.22,1.5675,2.19
Zuivel en Gekoeld Sap,201812.0,12.0,346.125,347.7033822749709,1.0,150.375,250.0,500.0,1000.0,0.0,,,,,,,,12.0,0.05755592467449258,0.049330990364258163,0.00965820171349382,0.021866833647576973,0.04560342865006365,0.07273494043223852,0.175146166019477,12.0,0.053372574631881976,0.04197097599891578,0.0124110100533439,0.020988586020672727,0.038902577408783404,0.06796891768588423,0.138119582856434,12.0,1.2675,0.4461170861393391,0.69,0.95,1.22,1.4275,2.19
Zuivel en Gekoeld Sap,201901.0,12.0,346.125,347.7033822749709,1.0,150.375,250.0,500.0,1000.0,0.0,,,,,,,,12.0,0.04971512409144072,0.04772623710341949,0.00974777751906887,0.017066044643182704,0.0365199413135991,0.056561122784181544,0.175402206631114,12.0,0.047815738889362545,0.04414174561115524,0.0112792369887962,0.022457742597228873,0.030258423312060953,0.054809082761335476,0.142124006458114,12.0,1.3033333333333332,0.4574699857682336,0.71,0.98,1.255,1.4675,2.25
Zuivel en Gekoeld Sap,201902.0,12.0,346.125,347.7033822749709,1.0,150.375,250.0,500.0,1000.0,0.0,,,,,,,,12.0,0.050526312226083274,0.048106303044089346,0.00945372691901695,0.02250614268227765,0.034089571747664,0.05378035572298453,0.183693829479259,12.0,0.046886064942512795,0.041549472838744474,0.0132770047200344,0.02360410586168125,0.03023569395829065,0.0502472489690467,0.14239651950106,12.0,1.32,0.45529211402231545,0.75,0.9874999999999999,1.27,1.5299999999999998,2.25
Zuivel en Gekoeld Sap,201903.0,12.0,346.125,347.7033822749709,1.0,150.375,250.0,500.0,1000.0,0.0,,,,,,,,12.0,0.05251272087949398,0.049887768882023224,0.0110677409696094,0.019911162715708475,0.03286744678727505,0.06637042948182084,0.188148435174885,12.0,0.051262576915264424,0.04479837987922487,0.0142090874810494,0.023767797856955375,0.0295964339254564,0.058437979434520074,0.152094112964779,12.0,1.3183333333333334,0.46116124833912164,0.75,0.9874999999999999,1.27,1.4849999999999999,2.29
Zuivel en Gekoeld Sap,201904.0,12.0,346.125,347.7033822749709,1.0,150.375,250.0,500.0,1000.0,0.0,,,,,,,,12.0,0.05254161441433596,0.055948168639642734,0.0120374488232422,0.01814818121823715,0.0352812696929995,0.05826122940981522,0.211630953832311,12.0,0.04787141441875539,0.04422037250277181,0.0119569770801156,0.022812400042806373,0.028087338845650553,0.05081042718546375,0.154216414655063,12.0,1.3233333333333335,0.45877967247774604,0.75,0.9874999999999999,1.3,1.4849999999999999,2.29
Zuivel en Gekoeld Sap,201905.0,12.0,346.125,347.7033822749709,1.0,150.375,250.0,500.0,1000.0,0.0,,,,,,,,12.0,0.05110255373327704,0.04991987335172503,0.0119166470277563,0.019009715214240275,0.0334247690998479,0.06582784615618242,0.183470355744564,12.0,0.04745656299267492,0.043430446591301373,0.0123520397650642,0.021868433625615875,0.027663667903070302,0.0566368387381942,0.146006447729783,12.0,1.3233333333333335,0.45877967247774604,0.75,0.9874999999999999,1.3,1.4849999999999999,2.29
Zuivel en Gekoeld Sap,201906.0,12.0,346.125,347.7033822749709,1.0,150.375,250.0,500.0,1000.0,0.0,,,,,,,,12.0,0.05237739477818639,0.056872103407170374,0.0115489172181063,0.018442720783465826,0.03553093017660405,0.05332924766121662,0.213446509444709,12.0,0.04934685619974941,0.048222651319822056,0.0123814661225676,0.022087684646499274,0.028775299957310402,0.04775875611690637,0.17107764007185,12.0,1.3366666666666667,0.45972982843352156,0.75,0.9874999999999999,1.3,1.55,2.29
Zuivel en Gekoeld Sap,201907.0,12.0,346.125,347.7033822749709,1.0,150.375,250.0,500.0,1000.0,0.0,,,,,,,,12.0,0.05178744115691852,0.06049511451282415,0.0112089081451972,0.019451240266546377,0.031385741511912355,0.05123326251479135,0.228999271334956,12.0,0.04850009561859634,0.04947984407827874,0.0135862362847298,0.022877681159408247,0.02866569053164455,0.04663401946545277,0.181935947116852,12.0,1.345,0.4524579337553733,0.81,0.9874999999999999,1.32,1.55,2.29
Zuivel en Gekoeld Sap,201908.0,12.0,346.125,347.7033822749709,1.0,150.375,250.0,500.0,1000.0,0.0,,,,,,,,12.0,0.05557584866237434,0.06194302409045437,0.0142360017064798,0.021506317042770676,0.0325667186232164,0.056431296060317854,0.2359354827916,12.0,0.05142334133664658,0.04958618188897487,0.0124727788999229,0.02564649572064685,0.030150066535732052,0.0545034450847094,0.183389927234044,12.0,1.34,0.45031302244307586,0.81,0.9874999999999999,1.32,1.505,2.29
Zuivel en Gekoeld Sap,201909.0,12.0,346.125,347.7033822749709,1.0,150.375,250.0,500.0,1000.0,0.0,,,,,,,,12.0,0.05164153074027595,0.05334770871488444,0.0128040150564617,0.021635257214554525,0.032212045169385146,0.049798996235884525,0.199033375156838,12.0,0.05062192904445046,0.04712806896099417,0.0156464744006107,0.027189498934392,0.02903466486173035,0.04907823446398998,0.161861480461431,12.0,1.3433333333333335,0.45463938423432887,0.79,0.9874999999999999,1.32,1.55,2.29
Zuivel en Gekoeld Sap,201910.0,12.0,346.125,347.7033822749709,1.0,150.375,250.0,500.0,1000.0,0.0,,,,,,,,12.0,0.052972006605618176,0.05295117024522938,0.0108608169981399,0.0219902320994215,0.0324371333524109,0.05447686926394532,0.195546445434662,12.0,0.05091390440799807,0.04563340018986444,0.0137301772207437,0.026456600886171276,0.0320309687619383,0.051393598946917,0.155679405796881,12.0,1.3416666666666668,0.45672417244653224,0.79,0.9874999999999999,1.29,1.56,2.29
Zuivel en Gekoeld Sap,201911.0,12.0,346.125,347.7033822749709,1.0,150.375,250.0,500.0,1000.0,0.0,,,,,,,,12.0,0.04945889624638889,0.04858516294569744,0.00947875868404017,0.0217649501711191,0.02995579472453975,0.055180347156673706,0.174403493988829,12.0,0.04929346619446326,0.04318005666542785,0.00646942109860509,0.02734308641646805,0.0329522480742067,0.053421933001922925,0.142304229339926,12.0,1.3416666666666666,0.4543293425645668,0.79,0.9874999999999999,1.32,1.515,2.29
Zuivel en Gekoeld Sap,201912.0,11.0,332.1363636363636,361.11550028412597,1.0,100.75,250.0,375.0,1000.0,0.0,,,,,,,,11.0,0.059181201478111574,0.049300676315411567,0.00872349190472295,0.02812590160465415,0.0380935773174515,0.07747052533457015,0.161808553420795,11.0,0.056443823222594974,0.04003750129281613,0.0132256533845186,0.0248354935940799,0.0461697614356194,0.0761155237229447,0.125604576785059,11.0,1.3736363636363638,0.43539115120251876,0.81,1.04,1.35,1.49,2.29
Zuivel en Gekoeld Sap,,1.0,250.0,,250.0,250.0,250.0,250.0,250.0,0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,1.0,0.79,,0.79,0.79,0.79,0.79,0.79
